Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Answered_Count,Resolved_Count,month
ID0271,Dan,2021-01-05,16:06:14,Streaming,Y,Y,113.0,00:06:22,3.0,1,1,January
ID0272,Martha,2021-01-05,16:06:14,Technical Support,Y,Y,116.0,00:04:40,3.0,1,1,January
ID0273,Martha,2021-01-05,16:16:19,Admin Support,Y,N,94.0,00:05:29,5.0,1,0,January
ID0274,Martha,2021-01-05,16:16:19,Admin Support,Y,N,51.0,00:04:42,4.0,1,0,January
ID0275,Diane,2021-01-05,16:27:50,Technical Support,Y,Y,60.0,00:04:07,4.0,1,1,January
ID0276,Diane,2021-01-05,16:27:50,Contract related,Y,Y,59.0,00:06:04,2.0,1,1,January
ID0277,Stewart,2021-01-05,17:25:26,Technical Support,N,N,,,,0,0,January
ID0278,Greg,2021-01-05,17:25:26,Payment related,N,N,,,,0,0,January
ID0279,Joe,2021-01-05,17:29:46,Technical Support,N,N,,,,0,0,January
ID0280,Dan,2021-01-05,17:29:46,Contract related,Y,Y,16.0,00:03:33,4.0,1,1,January
ID0281,Diane,2021-01-05,17:38:24,Technical Support,Y,Y,81.0,00:01:51,3.0,1,1,January
ID0282,Joe,2021-01-05,17:38:24,Streaming,Y,Y,65.0,00:06:46,1.0,1,1,January
ID0283,Martha,2021-01-05,17:44:10,Streaming,Y,Y,55.0,00:03:04,2.0,1,1,January
ID0284,Martha,2021-01-05,17:44:10,Technical Support,N,N,,,,0,0,January
ID0285,Martha,2021-01-05,17:57:07,Technical Support,Y,Y,31.0,00:02:25,4.0,1,1,January
ID0286,Diane,2021-01-05,17:57:07,Streaming,Y,Y,45.0,00:05:13,2.0,1,1,January
ID0287,Greg,2021-01-06,09:08:38,Technical Support,N,N,,,,0,0,January
ID0288,Stewart,2021-01-06,09:08:38,Payment related,Y,Y,43.0,00:02:09,5.0,1,1,January
ID0289,Stewart,2021-01-06,10:06:14,Technical Support,Y,Y,55.0,00:05:56,4.0,1,1,January
ID0290,Stewart,2021-01-06,10:06:14,Contract related,Y,Y,63.0,00:02:19,3.0,1,1,January
ID0291,Joe,2021-01-06,10:07:41,Payment related,N,N,,,,0,0,January
ID0292,Jim,2021-01-06,10:07:41,Contract related,Y,Y,122.0,00:05:52,1.0,1,1,January
ID0293,Stewart,2021-01-06,10:32:10,Contract related,Y,Y,71.0,00:02:39,4.0,1,1,January
ID0294,Jim,2021-01-06,10:32:10,Technical Support,Y,Y,54.0,00:04:57,4.0,1,1,January
ID0295,Stewart,2021-01-06,10:42:14,Streaming,Y,Y,74.0,00:03:22,4.0,1,1,January
ID0296,Stewart,2021-01-06,10:42:14,Admin Support,Y,Y,125.0,00:04:47,4.0,1,1,January
ID0297,Dan,2021-01-06,11:12:29,Payment related,Y,Y,110.0,00:03:43,3.0,1,1,January
ID0298,Becky,2021-01-06,11:12:29,Streaming,N,N,,,,0,0,January
ID0299,Martha,2021-01-06,11:29:46,Technical Support,Y,Y,74.0,00:01:31,5.0,1,1,January
ID0300,Diane,2021-01-06,11:29:46,Payment related,Y,Y,80.0,00:04:27,4.0,1,1,January
ID0301,Dan,2021-01-06,11:38:24,Payment related,N,N,,,,0,0,January
ID0302,Joe,2021-01-06,11:38:24,Contract related,Y,Y,110.0,00:03:54,2.0,1,1,January
ID0303,Stewart,2021-01-06,11:45:36,Payment related,Y,Y,26.0,00:03:08,3.0,1,1,January
ID0304,Greg,2021-01-06,11:45:36,Technical Support,N,N,,,,0,0,January
ID0305,Joe,2021-01-06,12:05:46,Admin Support,Y,Y,97.0,00:01:47,3.0,1,1,January
ID0306,Dan,2021-01-06,12:05:46,Admin Support,Y,N,82.0,00:05:40,3.0,1,0,January
ID0307,Becky,2021-01-06,12:07:12,Streaming,Y,N,102.0,00:05:53,5.0,1,0,January
ID0308,Jim,2021-01-06,12:07:12,Admin Support,Y,Y,120.0,00:00:52,5.0,1,1,January
ID0309,Greg,2021-01-06,13:30:43,Streaming,Y,Y,70.0,00:05:19,3.0,1,1,January
ID0310,Diane,2021-01-06,13:30:43,Admin Support,N,N,,,,0,0,January
ID0311,Stewart,2021-01-06,13:58:05,Payment related,Y,Y,122.0,00:02:56,3.0,1,1,January
ID0312,Martha,2021-01-06,13:58:05,Streaming,N,N,,,,0,0,January
ID0313,Joe,2021-01-06,14:03:50,Payment related,Y,Y,19.0,00:00:55,1.0,1,1,January
ID0314,Greg,2021-01-06,14:03:50,Payment related,Y,Y,71.0,00:02:37,4.0,1,1,January
ID0315,Joe,2021-01-06,14:13:55,Technical Support,Y,Y,24.0,00:04:59,1.0,1,1,January
ID0316,Martha,2021-01-06,14:13:55,Technical Support,Y,Y,67.0,00:05:36,1.0,1,1,January
ID0317,Martha,2021-01-06,14:32:38,Streaming,Y,N,57.0,00:04:14,3.0,1,0,January
ID0318,Diane,2021-01-06,14:32:38,Streaming,Y,Y,108.0,00:05:03,4.0,1,1,January
ID0319,Stewart,2021-01-06,14:57:07,Payment related,Y,Y,99.0,00:04:08,4.0,1,1,January
ID0320,Stewart,2021-01-06,14:57:07,Payment related,Y,Y,56.0,00:04:52,1.0,1,1,January
ID0321,Stewart,2021-01-06,15:02:53,Payment related,Y,Y,121.0,00:03:57,3.0,1,1,January
ID0322,Greg,2021-01-06,15:02:53,Admin Support,N,N,,,,0,0,January
ID0323,Joe,2021-01-06,15:12:58,Contract related,Y,Y,72.0,00:06:00,1.0,1,1,January
ID0324,Greg,2021-01-06,15:12:58,Contract related,Y,Y,54.0,00:06:15,4.0,1,1,January
ID0325,Martha,2021-01-06,16:17:46,Admin Support,Y,Y,30.0,00:04:36,3.0,1,1,January
ID0326,Jim,2021-01-06,16:17:46,Payment related,Y,Y,44.0,00:01:04,2.0,1,1,January
ID0327,Greg,2021-01-06,16:22:05,Payment related,Y,N,97.0,00:01:58,4.0,1,0,January
ID0328,Jim,2021-01-06,16:22:05,Streaming,Y,Y,47.0,00:01:49,3.0,1,1,January
ID0329,Dan,2021-01-06,16:27:50,Streaming,Y,Y,53.0,00:01:43,3.0,1,1,January
ID0330,Dan,2021-01-06,16:27:50,Contract related,N,N,,,,0,0,January
ID0331,Martha,2021-01-06,16:35:02,Payment related,N,N,,,,0,0,January
ID0332,Jim,2021-01-06,16:35:02,Streaming,N,N,,,,0,0,January
ID0333,Stewart,2021-01-06,16:39:22,Admin Support,Y,Y,81.0,00:03:45,3.0,1,1,January
ID0334,Diane,2021-01-06,16:39:22,Contract related,Y,Y,11.0,00:00:34,4.0,1,1,January
ID0335,Martha,2021-01-06,17:00:58,Payment related,Y,Y,48.0,00:00:53,5.0,1,1,January
ID0336,Stewart,2021-01-06,17:00:58,Contract related,Y,Y,37.0,00:06:54,5.0,1,1,January
ID0337,Martha,2021-01-06,17:19:41,Technical Support,Y,Y,115.0,00:02:34,4.0,1,1,January
ID0338,Greg,2021-01-06,17:19:41,Payment related,Y,Y,81.0,00:00:53,4.0,1,1,January
ID0339,Becky,2021-01-06,17:21:07,Contract related,N,N,,,,0,0,January
ID0340,Jim,2021-01-06,17:21:07,Admin Support,Y,Y,12.0,00:03:12,5.0,1,1,January
ID0341,Stewart,2021-01-06,17:22:34,Admin Support,Y,Y,75.0,00:02:51,3.0,1,1,January
ID0342,Jim,2021-01-06,17:22:34,Contract related,Y,Y,42.0,00:01:17,4.0,1,1,January
ID0343,Greg,2021-01-06,17:24:00,Admin Support,Y,Y,96.0,00:01:45,5.0,1,1,January
ID0344,Stewart,2021-01-06,17:24:00,Payment related,Y,Y,58.0,00:01:51,5.0,1,1,January
ID0345,Dan,2021-01-07,09:04:19,Contract related,Y,Y,62.0,00:05:16,5.0,1,1,January
ID0346,Greg,2021-01-07,09:04:19,Payment related,Y,Y,74.0,00:02:10,5.0,1,1,January
ID0347,Becky,2021-01-07,09:07:12,Technical Support,Y,Y,26.0,00:01:10,3.0,1,1,January
ID0348,Diane,2021-01-07,09:07:12,Technical Support,N,N,,,,0,0,January
ID0349,Joe,2021-01-07,09:20:10,Technical Support,Y,Y,40.0,00:05:08,2.0,1,1,January
ID0350,Joe,2021-01-07,09:20:10,Streaming,Y,Y,12.0,00:04:54,3.0,1,1,January
ID0351,Joe,2021-01-07,10:14:53,Contract related,Y,Y,114.0,00:03:41,5.0,1,1,January
ID0352,Becky,2021-01-07,10:14:53,Contract related,Y,Y,85.0,00:03:29,4.0,1,1,January
ID0353,Diane,2021-01-07,10:23:31,Admin Support,Y,Y,52.0,00:01:55,5.0,1,1,January
ID0354,Greg,2021-01-07,10:23:31,Streaming,Y,Y,60.0,00:04:18,3.0,1,1,January
ID0355,Joe,2021-01-07,10:33:36,Admin Support,Y,Y,76.0,00:05:07,4.0,1,1,January
ID0356,Stewart,2021-01-07,10:33:36,Contract related,N,N,,,,0,0,January
ID0357,Becky,2021-01-07,10:48:00,Streaming,N,N,,,,0,0,January
ID0358,Joe,2021-01-07,10:48:00,Streaming,Y,Y,25.0,00:01:20,5.0,1,1,January
ID0359,Greg,2021-01-07,11:36:58,Streaming,Y,Y,37.0,00:02:32,3.0,1,1,January
ID0360,Dan,2021-01-07,11:36:58,Admin Support,Y,Y,71.0,00:05:41,3.0,1,1,January
ID0361,Jim,2021-01-07,11:42:43,Admin Support,Y,Y,76.0,00:04:37,1.0,1,1,January
ID0362,Stewart,2021-01-07,11:42:43,Technical Support,Y,Y,66.0,00:06:50,3.0,1,1,January
ID0363,Diane,2021-01-07,11:47:02,Admin Support,Y,Y,72.0,00:03:25,3.0,1,1,January
ID0364,Jim,2021-01-07,11:47:02,Admin Support,Y,Y,47.0,00:06:37,5.0,1,1,January
ID0365,Jim,2021-01-07,12:08:38,Payment related,N,N,,,,0,0,January
ID0366,Greg,2021-01-07,12:08:38,Payment related,Y,Y,29.0,00:02:51,5.0,1,1,January
ID0367,Dan,2021-01-07,12:36:00,Streaming,N,N,,,,0,0,January
ID0368,Becky,2021-01-07,12:36:00,Contract related,Y,Y,122.0,00:01:40,4.0,1,1,January
ID0369,Greg,2021-01-07,12:48:58,Technical Support,Y,Y,52.0,00:04:06,5.0,1,1,January
ID0370,Martha,2021-01-07,12:48:58,Admin Support,Y,Y,33.0,00:04:26,4.0,1,1,January
ID0371,Joe,2021-01-07,13:26:24,Payment related,Y,Y,123.0,00:02:24,3.0,1,1,January
ID0372,Greg,2021-01-07,13:26:24,Technical Support,Y,Y,23.0,00:02:03,4.0,1,1,January
ID0373,Becky,2021-01-07,13:30:43,Streaming,N,N,,,,0,0,January
ID0374,Stewart,2021-01-07,13:30:43,Admin Support,Y,N,29.0,00:03:25,5.0,1,0,January
ID0375,Greg,2021-01-07,13:42:14,Contract related,N,N,,,,0,0,January
ID0376,Becky,2021-01-07,13:42:14,Streaming,Y,Y,54.0,00:03:48,5.0,1,1,January
ID0377,Dan,2021-01-07,13:45:07,Streaming,Y,Y,14.0,00:04:43,4.0,1,1,January
ID0378,Dan,2021-01-07,13:45:07,Payment related,Y,Y,11.0,00:04:25,3.0,1,1,January
ID0379,Joe,2021-01-07,14:31:12,Payment related,Y,Y,84.0,00:04:59,1.0,1,1,January
ID0380,Martha,2021-01-07,14:31:12,Payment related,Y,Y,21.0,00:02:51,4.0,1,1,January
ID0381,Martha,2021-01-07,15:53:17,Technical Support,Y,N,81.0,00:05:10,3.0,1,0,January
ID0382,Dan,2021-01-07,15:53:17,Payment related,N,N,,,,0,0,January
ID0383,Diane,2021-01-07,16:07:41,Admin Support,N,N,,,,0,0,January
ID0384,Stewart,2021-01-07,16:07:41,Technical Support,Y,Y,84.0,00:06:22,4.0,1,1,January
ID0385,Martha,2021-01-07,16:29:17,Streaming,Y,Y,118.0,00:03:35,2.0,1,1,January
ID0386,Becky,2021-01-07,16:29:17,Technical Support,Y,Y,35.0,00:06:15,2.0,1,1,January
ID0387,Dan,2021-01-07,16:40:48,Payment related,Y,Y,82.0,00:02:13,3.0,1,1,January
ID0388,Jim,2021-01-07,16:40:48,Streaming,Y,Y,119.0,00:03:03,4.0,1,1,January
ID0389,Jim,2021-01-07,17:03:50,Contract related,Y,Y,107.0,00:06:46,2.0,1,1,January
ID0390,Joe,2021-01-07,17:03:50,Contract related,Y,Y,86.0,00:00:42,4.0,1,1,January
ID0391,Diane,2021-01-07,17:39:50,Streaming,Y,Y,76.0,00:01:23,4.0,1,1,January
ID0392,Stewart,2021-01-07,17:39:50,Streaming,Y,N,78.0,00:03:07,3.0,1,0,January
ID0393,Jim,2021-01-07,17:47:02,Admin Support,Y,Y,118.0,00:00:33,3.0,1,1,January
ID0394,Diane,2021-01-07,17:47:02,Technical Support,N,N,,,,0,0,January
ID0395,Joe,2021-01-07,17:48:29,Admin Support,Y,Y,47.0,00:02:02,5.0,1,1,January
ID0396,Diane,2021-01-07,17:48:29,Admin Support,Y,Y,86.0,00:02:58,2.0,1,1,January
ID0397,Greg,2021-01-07,17:55:41,Technical Support,Y,Y,76.0,00:05:52,3.0,1,1,January
ID0398,Jim,2021-01-07,17:55:41,Payment related,Y,Y,32.0,00:03:23,4.0,1,1,January
ID0399,Joe,2021-01-08,09:00:00,Admin Support,Y,Y,98.0,00:03:33,5.0,1,1,January
ID0400,Jim,2021-01-08,09:00:00,Technical Support,Y,Y,86.0,00:00:37,4.0,1,1,January
ID0401,Diane,2021-01-08,09:24:29,Technical Support,Y,Y,37.0,00:01:05,3.0,1,1,January
ID0402,Greg,2021-01-08,09:24:29,Admin Support,Y,Y,15.0,00:04:27,5.0,1,1,January
ID0403,Diane,2021-01-08,09:47:31,Contract related,Y,Y,114.0,00:04:13,5.0,1,1,January
ID0404,Stewart,2021-01-08,09:47:31,Payment related,N,N,,,,0,0,January
ID0405,Jim,2021-01-08,09:59:02,Technical Support,N,N,,,,0,0,January
ID0406,Martha,2021-01-08,09:59:02,Streaming,N,N,,,,0,0,January
ID0407,Martha,2021-01-08,10:42:14,Streaming,Y,N,23.0,00:02:16,3.0,1,0,January
ID0408,Dan,2021-01-08,10:42:14,Payment related,N,N,,,,0,0,January
ID0409,Joe,2021-01-08,10:49:26,Admin Support,Y,Y,69.0,00:05:41,3.0,1,1,January
ID0410,Stewart,2021-01-08,10:49:26,Contract related,Y,Y,15.0,00:06:10,4.0,1,1,January
ID0411,Becky,2021-01-08,10:49:26,Technical Support,Y,Y,119.0,00:05:28,3.0,1,1,January
ID0412,Becky,2021-01-08,10:49:26,Streaming,Y,Y,68.0,00:05:17,1.0,1,1,January
ID0413,Diane,2021-01-08,11:00:58,Contract related,Y,Y,115.0,00:06:10,3.0,1,1,January
ID0414,Joe,2021-01-08,11:00:58,Contract related,Y,Y,84.0,00:01:11,5.0,1,1,January
ID0415,Dan,2021-01-08,11:16:48,Contract related,Y,N,59.0,00:01:17,4.0,1,0,January
ID0416,Diane,2021-01-08,11:16:48,Technical Support,Y,N,112.0,00:03:34,4.0,1,0,January
ID0417,Dan,2021-01-08,11:16:48,Contract related,N,N,,,,0,0,January
ID0418,Dan,2021-01-08,11:16:48,Admin Support,Y,Y,39.0,00:04:51,3.0,1,1,January
ID0419,Jim,2021-01-08,12:12:58,Streaming,Y,Y,31.0,00:06:35,5.0,1,1,January
ID0420,Dan,2021-01-08,12:12:58,Streaming,Y,Y,112.0,00:03:41,2.0,1,1,January
ID0421,Greg,2021-01-08,12:14:24,Streaming,Y,Y,49.0,00:02:25,4.0,1,1,January
ID0422,Greg,2021-01-08,12:14:24,Technical Support,Y,Y,18.0,00:06:38,3.0,1,1,January
ID0423,Stewart,2021-01-08,12:38:53,Technical Support,Y,Y,80.0,00:02:43,4.0,1,1,January
ID0424,Dan,2021-01-08,12:38:53,Admin Support,Y,Y,57.0,00:02:33,3.0,1,1,January
ID0425,Stewart,2021-01-08,12:48:58,Contract related,N,N,,,,0,0,January
ID0426,Diane,2021-01-08,12:48:58,Contract related,Y,N,87.0,00:06:18,4.0,1,0,January
ID0427,Diane,2021-01-08,13:10:34,Payment related,N,N,,,,0,0,January
ID0428,Greg,2021-01-08,13:10:34,Streaming,Y,Y,81.0,00:05:56,3.0,1,1,January
ID0429,Joe,2021-01-08,13:10:34,Technical Support,N,N,,,,0,0,January
ID0430,Jim,2021-01-08,13:10:34,Streaming,Y,Y,47.0,00:02:11,5.0,1,1,January
ID0431,Joe,2021-01-08,13:17:46,Streaming,Y,Y,57.0,00:06:15,4.0,1,1,January
ID0432,Becky,2021-01-08,13:17:46,Payment related,N,N,,,,0,0,January
ID0433,Joe,2021-01-08,13:43:41,Contract related,Y,Y,104.0,00:03:55,4.0,1,1,January
ID0434,Becky,2021-01-08,13:43:41,Admin Support,Y,Y,16.0,00:05:46,3.0,1,1,January
ID0435,Greg,2021-01-08,15:37:26,Streaming,Y,Y,37.0,00:04:13,4.0,1,1,January
ID0436,Diane,2021-01-08,15:37:26,Admin Support,N,N,,,,0,0,January
ID0437,Stewart,2021-01-08,15:43:12,Technical Support,Y,Y,61.0,00:02:06,4.0,1,1,January
ID0438,Stewart,2021-01-08,15:43:12,Admin Support,Y,N,41.0,00:03:10,4.0,1,0,January
ID0439,Diane,2021-01-08,15:53:17,Streaming,Y,Y,40.0,00:01:21,4.0,1,1,January
ID0440,Diane,2021-01-08,15:53:17,Admin Support,Y,Y,55.0,00:05:21,2.0,1,1,January
ID0441,Greg,2021-01-08,15:54:43,Admin Support,Y,Y,92.0,00:00:53,3.0,1,1,January
ID0442,Dan,2021-01-08,15:54:43,Contract related,Y,Y,118.0,00:01:38,5.0,1,1,January
ID0443,Dan,2021-01-08,16:37:55,Streaming,Y,Y,82.0,00:05:43,3.0,1,1,January
ID0444,Dan,2021-01-08,16:37:55,Streaming,Y,Y,83.0,00:01:20,3.0,1,1,January
ID0445,Jim,2021-01-08,18:00:00,Payment related,Y,Y,78.0,00:05:13,2.0,1,1,January
ID0446,Diane,2021-01-08,18:00:00,Payment related,Y,N,111.0,00:05:14,5.0,1,0,January
ID0447,Jim,2021-01-09,09:07:12,Contract related,Y,Y,107.0,00:05:22,4.0,1,1,January
ID0448,Martha,2021-01-09,09:07:12,Streaming,Y,Y,108.0,00:04:03,2.0,1,1,January
ID0449,Greg,2021-01-09,09:24:29,Payment related,Y,Y,97.0,00:02:39,5.0,1,1,January
ID0450,Dan,2021-01-09,09:24:29,Streaming,Y,Y,31.0,00:06:20,5.0,1,1,January
ID0451,Martha,2021-01-09,09:34:34,Payment related,Y,Y,20.0,00:01:49,4.0,1,1,January
ID0452,Jim,2021-01-09,09:34:34,Admin Support,Y,Y,110.0,00:06:53,3.0,1,1,January
ID0453,Dan,2021-01-09,10:22:05,Technical Support,Y,Y,86.0,00:05:02,5.0,1,1,January
ID0454,Becky,2021-01-09,10:22:05,Streaming,Y,Y,77.0,00:02:11,4.0,1,1,January
ID0455,Diane,2021-01-09,10:29:17,Streaming,Y,Y,119.0,00:06:47,3.0,1,1,January
ID0456,Martha,2021-01-09,10:29:17,Admin Support,N,N,,,,0,0,January
ID0457,Jim,2021-01-09,10:32:10,Technical Support,Y,Y,13.0,00:03:06,3.0,1,1,January
ID0458,Stewart,2021-01-09,10:32:10,Payment related,Y,Y,106.0,00:02:27,5.0,1,1,January
ID0459,Joe,2021-01-09,10:58:05,Payment related,Y,Y,35.0,00:05:25,3.0,1,1,January
ID0460,Martha,2021-01-09,10:58:05,Contract related,Y,N,46.0,00:05:23,3.0,1,0,January
ID0461,Stewart,2021-01-09,11:05:17,Admin Support,Y,N,24.0,00:06:15,3.0,1,0,January
ID0462,Stewart,2021-01-09,11:05:17,Streaming,Y,Y,88.0,00:06:33,5.0,1,1,January
ID0463,Joe,2021-01-09,11:11:02,Admin Support,Y,Y,81.0,00:02:42,3.0,1,1,January
ID0464,Jim,2021-01-09,11:11:02,Payment related,Y,Y,96.0,00:04:33,3.0,1,1,January
ID0465,Becky,2021-01-09,11:16:48,Admin Support,Y,Y,46.0,00:06:05,3.0,1,1,January
ID0466,Dan,2021-01-09,11:16:48,Contract related,Y,Y,25.0,00:01:40,4.0,1,1,January
ID0467,Stewart,2021-01-09,11:25:26,Admin Support,Y,Y,81.0,00:02:07,4.0,1,1,January
ID0468,Dan,2021-01-09,11:25:26,Payment related,N,N,,,,0,0,January
ID0469,Dan,2021-01-09,11:48:29,Technical Support,Y,Y,97.0,00:06:50,1.0,1,1,January
ID0470,Martha,2021-01-09,11:48:29,Technical Support,Y,Y,116.0,00:03:16,5.0,1,1,January
ID0471,Joe,2021-01-09,11:48:29,Payment related,N,N,,,,0,0,January
ID0472,Dan,2021-01-09,11:48:29,Admin Support,N,N,,,,0,0,January
ID0473,Becky,2021-01-09,11:48:29,Payment related,Y,Y,87.0,00:05:45,5.0,1,1,January
ID0474,Dan,2021-01-09,11:48:29,Technical Support,Y,Y,43.0,00:00:35,4.0,1,1,January
ID0475,Greg,2021-01-09,11:55:41,Contract related,Y,Y,102.0,00:04:48,3.0,1,1,January
ID0476,Dan,2021-01-09,11:55:41,Payment related,Y,Y,95.0,00:05:49,5.0,1,1,January
ID0477,Dan,2021-01-09,12:31:41,Technical Support,Y,Y,108.0,00:04:45,3.0,1,1,January
ID0478,Dan,2021-01-09,12:31:41,Admin Support,Y,Y,80.0,00:02:11,4.0,1,1,January
ID0479,Diane,2021-01-09,12:33:07,Payment related,Y,Y,61.0,00:00:36,5.0,1,1,January
ID0480,Greg,2021-01-09,12:33:07,Contract related,Y,Y,18.0,00:05:05,5.0,1,1,January
ID0481,Joe,2021-01-09,12:40:19,Payment related,N,N,,,,0,0,January
ID0482,Becky,2021-01-09,12:40:19,Admin Support,Y,N,10.0,00:00:54,4.0,1,0,January
ID0483,Diane,2021-01-09,12:50:24,Payment related,Y,Y,92.0,00:02:25,3.0,1,1,January
ID0484,Jim,2021-01-09,12:50:24,Technical Support,N,N,,,,0,0,January
ID0485,Becky,2021-01-09,13:03:22,Contract related,Y,Y,120.0,00:04:28,1.0,1,1,January
ID0486,Dan,2021-01-09,13:03:22,Technical Support,Y,Y,63.0,00:04:59,3.0,1,1,January
ID0487,Becky,2021-01-09,13:39:22,Streaming,N,N,,,,0,0,January
ID0488,Joe,2021-01-09,13:39:22,Streaming,Y,Y,101.0,00:05:30,3.0,1,1,January
ID0489,Joe,2021-01-09,13:59:31,Payment related,Y,Y,105.0,00:01:20,1.0,1,1,January
ID0490,Joe,2021-01-09,13:59:31,Contract related,Y,Y,21.0,00:01:38,4.0,1,1,January
ID0491,Joe,2021-01-09,14:12:29,Payment related,Y,Y,34.0,00:05:10,4.0,1,1,January
ID0492,Stewart,2021-01-09,14:12:29,Technical Support,Y,Y,78.0,00:03:25,1.0,1,1,January
ID0493,Diane,2021-01-09,14:19:41,Streaming,Y,Y,44.0,00:02:54,3.0,1,1,January
ID0494,Joe,2021-01-09,14:19:41,Admin Support,Y,Y,98.0,00:01:43,1.0,1,1,January
ID0495,Martha,2021-01-09,14:51:22,Payment related,Y,Y,23.0,00:03:23,1.0,1,1,January
ID0496,Stewart,2021-01-09,14:51:22,Admin Support,Y,Y,28.0,00:06:20,3.0,1,1,January
ID0497,Joe,2021-01-09,15:43:12,Technical Support,N,N,,,,0,0,January
ID0498,Martha,2021-01-09,15:43:12,Admin Support,Y,Y,43.0,00:01:03,5.0,1,1,January
ID0499,Stewart,2021-01-09,16:58:05,Streaming,N,N,,,,0,0,January
ID0500,Martha,2021-01-09,16:58:05,Contract related,N,N,,,,0,0,January
ID0501,Diane,2021-01-09,17:05:17,Payment related,Y,Y,119.0,00:00:50,4.0,1,1,January
ID0502,Dan,2021-01-09,17:05:17,Payment related,Y,Y,32.0,00:02:54,5.0,1,1,January
ID0503,Greg,2021-01-09,17:21:07,Streaming,Y,N,50.0,00:04:17,3.0,1,0,January
ID0504,Jim,2021-01-09,17:21:07,Admin Support,N,N,,,,0,0,January
ID0505,Joe,2021-01-09,17:22:34,Payment related,Y,Y,35.0,00:04:46,4.0,1,1,January
ID0506,Jim,2021-01-09,17:22:34,Contract related,Y,Y,27.0,00:02:43,3.0,1,1,January
ID0507,Stewart,2021-01-09,17:24:00,Streaming,Y,Y,121.0,00:03:20,4.0,1,1,January
ID0508,Becky,2021-01-09,17:24:00,Streaming,Y,Y,42.0,00:06:58,2.0,1,1,January
ID0509,Greg,2021-01-09,17:28:19,Technical Support,N,N,,,,0,0,January
ID0510,Dan,2021-01-09,17:28:19,Technical Support,N,N,,,,0,0,January
ID0511,Greg,2021-01-09,17:32:38,Payment related,Y,Y,107.0,00:01:05,5.0,1,1,January
ID0512,Martha,2021-01-09,17:32:38,Streaming,Y,Y,116.0,00:03:31,4.0,1,1,January
ID0513,Dan,2021-01-09,17:42:43,Technical Support,Y,N,60.0,00:02:06,3.0,1,0,January
ID0514,Jim,2021-01-09,17:42:43,Payment related,Y,Y,116.0,00:04:38,4.0,1,1,January
ID0515,Stewart,2021-01-10,09:00:00,Payment related,Y,Y,19.0,00:06:11,5.0,1,1,January
ID0516,Martha,2021-01-10,09:00:00,Contract related,Y,Y,75.0,00:05:50,3.0,1,1,January
ID0517,Becky,2021-01-10,09:08:38,Admin Support,Y,Y,23.0,00:00:48,3.0,1,1,January
ID0518,Diane,2021-01-10,09:08:38,Technical Support,Y,Y,69.0,00:03:53,3.0,1,1,January
ID0519,Jim,2021-01-10,10:06:14,Streaming,Y,Y,64.0,00:04:23,5.0,1,1,January
ID0520,Martha,2021-01-10,10:06:14,Streaming,Y,Y,117.0,00:03:23,3.0,1,1,January
ID0521,Jim,2021-01-10,10:35:02,Streaming,Y,Y,12.0,00:06:34,4.0,1,1,January
ID0522,Diane,2021-01-10,10:35:02,Admin Support,Y,Y,102.0,00:02:38,4.0,1,1,January
ID0523,Dan,2021-01-10,11:11:02,Technical Support,Y,Y,46.0,00:06:32,4.0,1,1,January
ID0524,Martha,2021-01-10,11:11:02,Streaming,Y,N,47.0,00:01:27,4.0,1,0,January
ID0525,Dan,2021-01-10,11:18:14,Streaming,Y,Y,98.0,00:02:23,4.0,1,1,January
ID0526,Jim,2021-01-10,11:18:14,Contract related,Y,Y,84.0,00:04:17,4.0,1,1,January
ID0527,Greg,2021-01-10,11:29:46,Streaming,Y,Y,12.0,00:02:13,3.0,1,1,January
ID0528,Greg,2021-01-10,11:29:46,Payment related,Y,Y,88.0,00:03:26,4.0,1,1,January
ID0529,Stewart,2021-01-10,11:31:12,Contract related,Y,Y,97.0,00:05:53,1.0,1,1,January
ID0530,Joe,2021-01-10,11:31:12,Admin Support,Y,Y,51.0,00:05:56,3.0,1,1,January
ID0531,Becky,2021-01-10,11:47:02,Admin Support,N,N,,,,0,0,January
ID0532,Dan,2021-01-10,11:47:02,Streaming,Y,Y,106.0,00:02:37,4.0,1,1,January
ID0533,Diane,2021-01-10,12:27:22,Admin Support,Y,Y,34.0,00:03:52,4.0,1,1,January
ID0534,Stewart,2021-01-10,12:27:22,Streaming,N,N,,,,0,0,January
ID0535,Dan,2021-01-10,12:33:07,Technical Support,Y,Y,51.0,00:05:33,3.0,1,1,January
ID0536,Greg,2021-01-10,12:33:07,Technical Support,Y,Y,74.0,00:04:54,4.0,1,1,January
ID0537,Greg,2021-01-10,12:56:10,Contract related,Y,Y,29.0,00:01:16,3.0,1,1,January
ID0538,Martha,2021-01-10,12:56:10,Admin Support,Y,Y,123.0,00:06:15,3.0,1,1,January
ID0539,Becky,2021-01-10,13:13:26,Contract related,Y,Y,100.0,00:00:41,4.0,1,1,January
ID0540,Dan,2021-01-10,13:13:26,Streaming,Y,Y,43.0,00:06:53,3.0,1,1,January
ID0541,Becky,2021-01-10,13:48:00,Technical Support,Y,Y,24.0,00:04:29,4.0,1,1,January
ID0542,Jim,2021-01-10,13:48:00,Streaming,Y,Y,78.0,00:06:14,4.0,1,1,January
